id_venda,id_cliente,id_produto,data,id_origem,origem,tipo_movel,categoria,material,acabamento,medidas,quantidade_modulos,adicionais,valor_total,custo_total,margem_lucro,status,quantidade,pagina,tempo_permanencia,acao,cidade,estado,tipo_cliente
1233,1025,5025,2025-08-13,2,Instagram,padrao,Banheiro,MDF,Branco,1.50x0.40x0.75,3,nichos embutidos,3305.65,2205.33,1100.32,produzido,2,checkout,693,abandonar,Joinville,SC,residencial
1234,1280,5017,2025-08-07,1,Google,modulado,Sala,MDP,Cinza,1.20x0.45x1.80,2,rack suspenso,2685.49,1628.96,1056.53,orcamento,1,checkout,291,orcamento,Campinas,SP,residencial
1235,1204,5017,2025-08-05,1,Google,modulado,Sala,MDP,Cinza,1.50x0.45x1.80,3,adega,5450.94,3244.25,2206.69,entregue,1,checkout,568,comprar,Natal,RN,corporativo
1236,1210,5012,2025-08-26,2,Instagram,modulado,Cozinha,MDP,Branco,1.80x0.60x2.20,4,LED,5192.07,3114.11,2077.96,orcamento,1,checkout,604,orcamento,Porto Alegre,RS,residencial
1237,1005,5002,2025-08-12,2,Instagram,planejado,Cozinha,MDF,Laca,1.80x0.60x2.10,4,rodape MDF,14078.44,9738.73,4339.71,orcamento,1,categoria,413,orcamento,Rio de Janeiro,RJ,corporativo
1238,1261,5011,2025-08-07,1,Google,modulado,Cozinha,MDP,Amadeirado,0.60x0.60x1.80,1,LED sob medida,1979.95,1091.15,888.8,aprovado,1,orcamento,464,visualizar,Sao Paulo,SP,corporativo
1239,1106,5013,2025-08-25,2,Instagram,modulado,Cozinha,MDF,Fosco,2.80x0.60x1.80,7,rodape MDF,11481.88,6886.34,4595.54,orcamento,1,carrinho,618,visualizar,Porto Alegre,RS,corporativo
1240,1133,5011,2025-08-11,1,Google,modulado,Cozinha,MDP,Amadeirado,2.40x0.60x1.80,6,gabinete extra,10522.13,6980.32,3541.81,aprovado,1,categoria,138,orcamento,Belo Horizonte,MG,residencial
1241,1216,5007,2025-08-03,1,Google,planejado,Sala,MDF,Brilho,3.20x0.45x2.40,8,rack TV,29645.07,18676.99,10968.08,orcamento,1,carrinho,679,visualizar,Anapolis,GO,residencial
1242,1282,5023,2025-08-31,4,Facebook,padrao,Sala,Madeira Maciça,Natural,1.50x0.45x0.75,3,rack TV,5453.8,3003.7,2450.1,orcamento,2,carrinho,382,orcamento,Salvador,BA,corporativo
1243,1096,5015,2025-08-17,1,Google,modulado,Quarto,MDP,Fosco,1.20x0.55x2.00,2,gaveteiro,2588.24,1684.03,904.21,orcamento,1,categoria,592,orcamento,Belo Horizonte,MG,residencial
1244,1282,5002,2025-08-22,1,Google,planejado,Cozinha,MDF,Laca,1.20x0.60x2.20,2,rodape MDF,6728.54,3830.1,2898.44,aprovado,1,orcamento,355,comprar,Salvador,BA,corporativo
1245,1169,5014,2025-08-19,2,Instagram,modulado,Quarto,MDP,Amadeirado,2.80x0.55x2.10,7,nenhum,8995.3,6007.5,2987.8,entregue,1,checkout,369,comprar,Rio de Janeiro,RJ,residencial
1246,1237,5011,2025-08-25,1,Google,modulado,Cozinha,MDP,Amadeirado,2.10x0.60x1.80,5,LED sob medida,9002.54,6110.99,2891.55,orcamento,1,orcamento,108,visualizar,Salvador,BA,residencial
