id_venda,id_cliente,id_produto,data,id_origem,origem,tipo_movel,categoria,material,acabamento,medidas,quantidade_modulos,adicionais,valor_total,custo_total,margem_lucro,status,quantidade,pagina,tempo_permanencia,acao,cidade,estado,tipo_cliente
1080,1260,5010,2025-03-24,5,WhatsApp,planejado,Home Office,MDF,Laca,3.20x0.60x2.20,8,calha eletrica,25790.93,14424.38,11366.55,aprovado,1,orcamento,546,visualizar,Londrina,PR,corporativo
1081,1021,5005,2025-03-15,8,Pinterest,planejado,Quarto,MDF,Amadeirado,3.60x0.55x2.20,9,porta de correr,35938.15,23940.91,11997.24,aprovado,1,checkout,367,comprar,Campinas,SP,residencial
1082,1229,5007,2025-03-24,5,WhatsApp,planejado,Sala,MDF,Brilho,1.50x0.45x2.30,3,rack suspenso,12119.61,7229.77,4889.84,entregue,1,checkout,116,comprar,Rio de Janeiro,RJ,residencial
1083,1193,5015,2025-03-11,4,Facebook,modulado,Quarto,MDP,Fosco,2.40x0.55x1.80,6,cabideiro extra,8977.22,5425.74,3551.48,orcamento,2,produto,261,visualizar,Caxias do Sul,RS,residencial
1084,1080,5002,2025-03-28,4,Facebook,planejado,Cozinha,MDF,Laca,3.60x0.60x2.10,9,calha de tomada,37098.1,23727.46,13370.64,orcamento,1,carrinho,199,visualizar,Joinville,SC,corporativo
1085,1023,5011,2025-03-22,3,Direto,modulado,Cozinha,MDP,Amadeirado,1.80x0.60x2.10,4,rodape MDF,6919.37,4053.89,2865.48,produzido,2,produto,614,abandonar,Salvador,BA,residencial
1086,1237,5018,2025-03-14,6,YouTube,modulado,Sala,MDF,Brilho,2.80x0.45x2.00,7,adega,10895.36,7040.33,3855.03,orcamento,1,orcamento,157,abandonar,Salvador,BA,residencial
1087,1084,5006,2025-03-29,2,Instagram,planejado,Quarto,Madeira Maciça,Verniz,2.80x0.55x2.10,7,modulo canto,35039.79,21109.29,13930.5,orcamento,1,produto,113,visualizar,Recife,PE,corporativo
1088,1015,5008,2025-03-11,4,Facebook,planejado,Sala,MDF,Acetinado,1.50x0.45x2.10,3,painel ripado,12351.06,7050.22,5300.84,aprovado,1,produto,292,comprar,Sao Paulo,SP,residencial
1089,1066,5013,2025-03-24,3,Direto,modulado,Cozinha,MDF,Fosco,1.80x0.60x1.80,4,rodape MDF,6424.89,3763.48,2661.41,entregue,1,orcamento,541,comprar,Niteroi,RJ,corporativo
1090,1009,5015,2025-03-19,1,Google,modulado,Quarto,MDP,Fosco,1.20x0.55x2.10,2,porta de correr,3208.13,1964.93,1243.2,aprovado,3,produto,568,comprar,Sao Jose dos Campos,SP,residencial
1091,1260,5013,2025-03-13,5,WhatsApp,modulado,Cozinha,MDF,Fosco,0.60x0.60x2.20,1,nenhum,1583.98,1058.54,525.44,aprovado,1,orcamento,370,visualizar,Londrina,PR,corporativo
1092,1148,5013,2025-03-27,3,Direto,modulado,Cozinha,MDF,Fosco,2.80x0.60x2.20,7,nenhum,12969.65,7395.66,5573.99,produzido,1,carrinho,234,comprar,Petropolis,RJ,residencial
1093,1162,5025,2025-03-17,2,Instagram,padrao,Banheiro,MDF,Branco,1.80x0.40x0.85,4,nichos embutidos,5179.84,3518.77,1661.07,aprovado,1,orcamento,477,visualizar,Curitiba,PR,residencial
1094,1226,5023,2025-03-16,3,Direto,padrao,Sala,Madeira Maciça,Natural,1.50x0.45x0.85,3,adega,5968.62,3822.11,2146.51,entregue,1,produto,706,comprar,Niteroi,RJ,corporativo
1095,1135,5014,2025-03-14,1,Google,modulado,Quarto,MDP,Amadeirado,1.80x0.55x2.10,4,porta de correr,7712.41,4953.12,2759.29,orcamento,1,produto,717,orcamento,Olinda,PE,corporativo
1096,1187,5012,2025-03-01,1,Google,modulado,Cozinha,MDP,Branco,2.10x0.60x2.20,5,LED,6618.13,4003.63,2614.5,orcamento,1,orcamento,409,orcamento,Salvador,BA,residencial
1097,1040,5013,2025-03-21,1,Google,modulado,Cozinha,MDF,Fosco,0.60x0.60x1.80,1,rodape MDF,1953.86,1239.24,714.62,orcamento,1,categoria,322,visualizar,Curitiba,PR,residencial
1098,1252,5004,2025-03-06,5,WhatsApp,planejado,Quarto,MDF,Fosco,3.20x0.55x2.10,8,modulo canto,36471.11,23712.64,12758.47,entregue,1,carrinho,191,comprar,Sao Paulo,SP,residencial
1099,1090,5019,2025-03-17,1,Google,modulado,Home Office,MDP,Branco,1.20x0.60x2.00,2,calha eletrica,3101.67,1972.17,1129.5,produzido,1,orcamento,97,orcamento,Sao Paulo,SP,residencial
1100,1246,5012,2025-03-03,1,Google,modulado,Cozinha,MDP,Branco,1.50x0.60x1.80,3,gabinete extra,5069.55,3455.88,1613.67,entregue,1,categoria,473,comprar,Salvador,BA,corporativo
1101,1029,5020,2025-03-17,1,Google,modulado,Home Office,MDF,Fosco,1.20x0.60x2.00,2,calha eletrica,4282.59,2959.85,1322.74,produzido,1,checkout,594,abandonar,Sao Paulo,SP,residencial
